@relation vowel-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)*1000/(MAX-MIN)

@attribute Sex {Male,Female}
@attribute 'Feature 0' numeric
@attribute 'Feature 1' numeric
@attribute 'Feature 2' numeric
@attribute 'Feature 3' numeric
@attribute 'Feature 4' numeric
@attribute 'Feature 5' numeric
@attribute 'Feature 6' numeric
@attribute 'Feature 7' numeric
@attribute 'Feature 8' numeric
@attribute 'Feature 9' numeric
@attribute Class {hid,hId,hEd,hAd,hYd,had,hOd,hod,hUd,hud,hed}

@data
Female,173.302108,845.935728,428.279735,139.461173,700.606367,434.713879,536.394558,430.672269,19.849418,538.686606,hUd
Female,61.826698,931.15942,521.43951,120.44374,507.326933,185.583307,724.829932,469.087635,284.052019,632.314694,hud
Female,243.091335,562.854442,558.70342,337.82356,568.216271,365.159659,390.816327,289.615846,387.748118,868.010403,hed
Female,18.735363,545.99874,982.899438,883.518225,388.074785,152.386974,292.517007,433.073229,612.936345,669.70091,hid
Female,191.100703,494.328922,763.144461,825.937665,598.281961,6.006955,294.217687,181.872749,398.35729,1000,hId
Female,270.023419,369.565217,674.834099,672.213418,634.663972,47.107177,324.489796,332.533013,449.34976,928.803641,hEd
Female,370.023419,388.941399,451.250638,406.497623,520.970187,374.328169,502.040816,554.621849,348.733744,808.192458,hAd
Female,416.159251,556.710775,362.940276,339.936609,336.533603,379.070503,1000,235.894358,423.682409,551.040312,hYd
Female,338.641686,511.027095,391.015824,452.456418,351.692774,393.929813,652.040816,431.872749,368.583162,786.085826,had
Female,289.461358,683.679899,505.61511,153.724247,416.624558,401.517547,643.877551,669.867947,104.03833,612.483745,hOd
Female,167.213115,909.57782,265.696784,74.484945,649.317837,576.035409,569.047619,567.226891,180.013689,522.43173,hod
Female,172.36534,840.89477,398.162328,193.079768,688.731683,404.995258,598.979592,418.967587,94.798084,483.745124,hUd
Female,46.838407,984.562067,413.221031,51.241416,580.343608,258.615239,707.482993,434.273709,264.202601,776.007802,hud
Female,248.24356,526.622558,480.347116,401.479134,640.980293,376.225103,426.190476,273.709484,378.507871,785.760728,hed
Female,20.140515,527.882798,962.225625,901.215003,351.945427,102.118242,333.333333,404.561825,652.977413,633.615085,hid
Female,209.601874,422.652804,747.320061,852.614897,663.71905,69.238065,307.482993,201.680672,322.38193,934.005202,hId
Female,248.711944,378.544423,632.720776,693.079768,635.927236,114.448309,386.734694,285.114046,434.291581,834.20026,hEd
Female,381.733021,387.838689,390.250128,422.081352,517.938353,406.892191,539.455782,522.809124,320.670773,844.928479,hAd
Female,323.887588,573.566478,421.388464,281.563656,419.656392,300.980082,921.428571,335.534214,457.905544,584.20026,hYd
Female,325.761124,469.281664,346.350179,491.019546,418.393128,474.549478,624.14966,335.534214,390.143737,821.846554,had
Female,295.550351,671.707624,470.64829,111.727417,493.178373,507.1135,607.482993,629.051621,45.859001,600.780234,hOd
Female,173.302108,903.434152,153.139357,161.119915,719.050025,560.859943,604.081633,490.696279,197.467488,526.657997,hod
Female,147.775176,849.086326,442.572741,147.913365,667.761496,421.751502,562.585034,442.376951,122.176591,507.477243,hUd
Female,37.93911,964.083176,461.715161,140.517697,514.653866,265.886816,608.843537,364.645858,491.101985,588.751625,hud
Female,256.674473,493.068683,446.401225,407.025885,703.638201,368.321214,437.07483,351.140456,370.63655,694.408322,hed
Female,15.925059,523.78702,945.125064,873.481247,397.170288,116.977553,236.394558,391.356543,709.787817,608.907672,hid
Female,189.227166,422.652804,775.39561,767.300581,707.427994,69.554221,255.102041,273.409364,313.826146,916.449935,hId
Female,209.601874,401.071204,612.557427,711.568938,569.226882,223.838128,425.510204,249.09964,451.403149,770.806242,hEd
Female,372.131148,375.708885,386.676876,477.548864,435.826175,430.920013,614.965986,500,306.98152,852.730819,hAd
Female,318.735363,559.861374,365.492598,283.676704,495.957554,393.929813,833.333333,270.708283,436.344969,630.689207,hYd
Female,292.505855,472.274732,305.513017,512.414157,494.441637,431.236168,618.707483,343.337335,345.653662,916.449935,had
Female,308.430913,659.10523,387.697805,194.928685,504.295099,428.390768,723.809524,600.540216,33.538672,585.50065,hOd
Female,173.770492,885.63327,190.658499,138.140518,650.328449,543.471388,650,561.22449,241.273101,517.230169,hod
Female,128.805621,867.832388,507.9122,102.482831,611.925215,408.789124,516.326531,491.596639,88.295688,566.319896,hUd
Female,40.046838,1000,195.507912,302.430005,607.882769,319.949415,523.809524,205.282113,491.444216,683.355007,hud
Female,244.028103,484.089477,476.2634,378.763867,715.765538,378.754347,406.122449,373.34934,436.002738,617.685306,hed
Female,24.824356,510.712035,925.727412,826.201796,425.467408,127.726842,193.197279,336.134454,740.588638,603.381014,hid
Female,156.206089,464.083176,798.876978,710.512414,664.729661,10.433133,281.632653,319.327731,365.160849,890.117035,hId
Female,183.840749,384.530561,636.804492,719.492868,585.144012,170.407841,480.612245,314.82593,407.255305,768.530559,hEd
Female,372.131148,356.332703,351.965288,553.090333,362.304194,502.687322,673.129252,437.87515,395.277207,786.085826,hAd
Female,377.985948,538.752363,253.9561,334.653988,462.354725,521.972811,818.707483,240.996399,390.8282,679.453836,hYd
Female,255.035129,474.007561,292.751404,534.601162,544.972208,375.908947,640.136054,356.842737,367.214237,867.360208,had
Female,268.384075,653.749212,416.283818,313.787639,402.728651,337.654126,813.605442,578.031212,55.099247,634.590377,hOd
Female,163.466042,872.558286,257.784584,84.257792,591.712986,526.398988,639.115646,596.038415,346.338125,527.958388,hod
Female,131.147541,869.565217,424.706483,152.667723,705.659424,436.926968,420.748299,416.266507,92.402464,606.306892,hUd
Female,41.451991,987.240076,217.968351,296.883254,637.948459,321.530193,451.020408,235.594238,455.167693,644.993498,hud
Female,222.482436,488.500315,511.740684,320.919176,722.08186,376.225103,360.204082,403.061224,513.689254,650.520156,hed
Male,951.288056,58.286074,127.360898,567.353407,522.233451,645.58963,816.666667,746.9988,449.34976,394.343303,hid
Male,608.430913,186.200378,496.937213,500,635.674583,814.732849,590.136054,465.186074,423.682409,349.804941,hId
Male,633.723653,300.252048,483.409903,452.456418,662.708439,524.818211,467.687075,442.376951,427.789185,297.789337,hEd
Male,806.323185,479.363579,343.287392,176.967776,515.664477,302.244704,444.557823,453.181273,548.939083,455.461638,hAd
Male,594.847775,697.700063,503.573252,407.290016,293.83527,338.286437,498.639456,745.798319,638.945927,393.042913,hYd
Male,632.786885,409.57782,725.114855,547.279451,354.471956,396.459058,354.081633,602.040816,770.362765,479.843953,had
Male,573.067916,375.708885,820.316488,778.922345,321.374432,346.822637,145.238095,456.182473,695.756331,868.335501,hOd
Male,326.697892,740.390674,691.934661,270.734284,99.545225,401.517547,413.265306,788.115246,775.496235,733.745124,hod
Male,321.311475,397.290485,846.605411,631.537242,256.947954,459.374012,267.346939,413.265306,657.768652,911.89857,hUd
Male,53.629977,442.974165,879.785605,703.116746,375.694795,450.205501,358.163265,295.018007,467.830253,929.778934,hud
Male,542.388759,308.128544,596.222563,429.741152,363.314805,617.767942,432.993197,664.765906,811.088296,652.470741,hed
Male,964.40281,55.450536,101.071975,595.087163,539.666498,658.552008,825.85034,824.129652,521.560575,416.124837,hid
Male,635.128806,219.439193,425.47218,463.549921,625.063163,800.505849,606.122449,594.837935,523.271732,352.405722,hId
Male,603.747073,306.553245,539.816233,488.114105,647.80192,551.059121,386.054422,376.05042,426.762491,305.26658,hEd
Male,820.608899,460.932577,376.467586,207.871104,463.365336,352.513437,428.911565,531.212485,569.130732,481.144343,hAd
Male,588.992974,693.604285,502.041858,449.815108,287.518949,270.312994,500.340136,719.987995,675.564682,417.425228,hYd
Male,613.348946,455.41903,702.909648,472.530375,341.081354,418.273791,452.721088,608.043217,754.620123,415.149545,had
Male,580.327869,372.085696,828.994385,819.598521,326.932794,356.623459,159.183673,467.887155,678.302533,882.314694,hOd
Male,322.248244,726.68557,708.77999,338.880085,112.935826,325.956371,397.619048,786.614646,731.00616,826.072822,hod
Male,303.512881,540.642722,834.09903,541.99683,278.928752,453.367057,278.571429,470.288115,680.698152,796.488947,hUd
Male,85.01171,376.339004,872.639102,798.732171,388.580091,451.470123,371.088435,278.211285,399.041752,966.840052,hud
Male,522.014052,282.923756,609.239408,467.776017,370.641738,616.819475,419.047619,645.858343,770.020534,657.997399,hed
Male,802.576112,31.505986,210.821848,721.870048,610.409298,676.256718,837.07483,780.312125,433.607118,376.788036,hid
Male,777.751756,233.301827,338.437979,379.292129,525.517938,764.147961,617.006803,726.890756,677.275838,464.889467,hId
Male,593.442623,277.252678,619.193466,508.716323,593.481556,612.709453,378.231293,359.243697,424.366872,388.816645,hEd
Male,818.501171,387.523629,428.279735,236.133122,448.964123,355.991148,385.37415,591.536615,610.882957,477.243173,hAd
Male,571.896956,658.47511,585.247575,464.342314,295.351187,292.443882,439.455782,689.37575,757.357974,436.931079,hYd
Male,605.620609,445.022054,710.821848,457.739039,272.107125,500.158078,545.578231,569.027611,669.062286,411.89857,had
Male,603.981265,339.477001,815.97754,847.596408,347.902981,368.63737,139.115646,441.176471,668.035592,925.227568,hOd
Male,309.836066,686.672968,746.0439,409.667195,151.844366,247.86595,351.70068,713.685474,726.899384,863.459038,hod
Male,324.824356,489.287965,913.731496,642.630745,262.001011,441.353146,408.503401,477.791116,595.140315,872.886866,hUd
Male,93.208431,364.839319,861.15365,810.882198,402.475998,500.474233,348.29932,253.601441,411.019849,940.83225,hud
Male,524.590164,273.62949,584.992343,457.474908,379.484588,561.80841,411.564626,622.14886,740.930869,687.906372,hed
Male,588.52459,38.909893,394.844308,846.539884,636.432542,684.792918,817.346939,622.44898,265.229295,330.624187,hid
Male,902.34192,222.117202,358.601327,333.069202,383.527034,727.157762,571.768707,732.893157,716.632444,584.850455,hId
Male,612.880562,298.519219,560.234814,509.772847,603.082365,644.957319,408.163265,466.386555,438.398357,380.364109,hEd
Male,800.468384,346.408318,446.145993,267.564712,484.08287,368.321214,385.714286,569.327731,619.438741,464.564369,hAd
Male,536.533958,625.551355,605.155692,491.283677,320.36382,253.240594,418.367347,650.360144,764.887064,448.309493,hYd
Male,588.992974,399.180844,746.0439,545.694665,244.062658,518.811255,543.877551,560.62425,614.30527,437.581274,had
Male,638.641686,288.752363,794.027565,887.48019,374.178878,384.761303,146.598639,398.859544,634.154689,965.864759,hOd
Male,286.18267,681.00189,712.353241,427.363973,219.050025,199.494151,272.789116,646.758703,740.588638,908.322497,hod
Male,336.065574,476.68557,869.576314,562.86318,243.304699,509.010433,519.387755,585.234094,636.892539,889.141743,hUd
Male,115.690867,331.285444,852.475753,895.139989,399.444164,481.821056,375.170068,260.804322,334.360027,950.910273,hud
Male,492.505855,346.565848,535.477284,437.929213,420.919656,522.288966,445.918367,633.553421,684.462697,644.668401,hed
Male,432.084309,70.573409,531.393568,806.127839,689.742294,651.912741,701.020408,475.990396,258.384668,328.9987,hid
Male,862.06089,205.2615,398.672792,386.423666,394.643759,767.941827,564.62585,723.289316,667.693361,554.616385,hId
Male,794.847775,288.752363,430.321593,433.967248,540.171804,648.43503,468.027211,630.852341,558.179329,421.976593,hEd
Male,759.250585,332.230624,463.501787,300.845219,544.466902,390.768258,371.768707,547.118848,572.895277,434.655397,hAd
Male,508.899297,590.57971,640.888208,506.339144,351.187468,232.058173,401.020408,599.939976,757.357974,478.218466,hYd
Male,543.793911,424.070573,739.152629,533.280507,280.192016,577.932343,524.489796,543.517407,542.778919,440.182055,had
Male,585.714286,328.134846,827.207759,874.801902,344.365841,383.812836,140.816327,436.67467,690.622861,924.252276,hOd
Male,285.480094,727.15816,677.386422,394.875858,226.629611,196.01644,242.517007,639.255702,730.321697,864.109233,hod
Male,328.103044,501.575299,769.270036,498.415214,291.814047,563.073032,427.55102,603.841537,716.974675,815.669701,hUd
Male,123.653396,322.463768,861.408882,980.190174,395.401718,389.18748,386.394558,301.320528,264.887064,924.902471,hud
Male,429.976581,480.938878,424.961715,473.058637,532.592218,531.457477,564.62585,618.247299,628.336756,436.605982,hed
Male,444.730679,78.449905,506.125574,739.302694,754.674078,661.713563,598.29932,482.292917,307.323751,297.464239,hid
Male,734.894614,214.555766,448.443083,450.34337,465.133906,817.578248,575.170068,711.584634,652.635181,489.596879,hId
Male,934.192037,278.040328,452.016335,373.217116,455.78575,614.606386,472.44898,620.048019,684.462697,522.43173,hEd
Male,682.903981,339.79206,476.773864,361.33122,573.521981,383.812836,318.027211,488.595438,513.004791,419.050715,hAd
Male,525.29274,539.224953,667.942828,550.713154,337.796867,299.71546,350.340136,616.746699,765.913758,457.737321,hYd
Male,568.384075,425.960933,671.771312,453.777073,302.172815,688.586785,528.571429,564.82593,536.960986,457.412224,had
Male,500.702576,442.028986,876.97805,779.186476,270.085902,350.300348,195.918367,522.809124,763.86037,861.183355,hOd
Male,293.442623,851.606805,615.875447,321.9757,238.251642,229.528928,291.836735,747.59904,703.285421,729.193758,hod
Male,296.018735,531.821046,712.608474,494.189118,344.113188,592.159342,312.585034,610.444178,670.08898,633.615085,hUd
Male,106.557377,352.709515,879.530373,976.228209,404.244568,407.840658,383.333333,279.411765,257.015743,899.869961,hud
Male,432.084309,508.191556,405.564063,440.306392,608.640728,528.295922,621.428571,592.436975,699.520876,396.293888,hed
Male,485.714286,212.822936,339.458908,791.864765,588.933805,864.36927,580.612245,590.936375,198.494182,339.726918,hid
Male,456.440281,351.291745,432.873915,775.752773,532.086913,573.190009,481.632653,537.815126,213.21013,344.278283,hId
Male,741.451991,329.710145,262.123532,544.37401,360.282971,375.592792,493.197279,626.05042,357.97399,541.937581,hEd
Male,753.629977,472.432262,346.350179,519.017433,228.398181,417.64148,594.557823,376.05042,451.403149,368.010403,hAd
Male,572.833724,644.454946,119.193466,428.420497,342.344618,533.670566,608.503401,330.132053,482.888433,515.929779,hYd
Male,623.185012,577.347196,344.563553,395.932382,297.877716,332.911793,540.136054,605.042017,361.054073,479.843953,had
Male,448.24356,654.379332,415.518121,292.657158,279.68671,516.598166,620.748299,644.657863,371.321013,330.949285,hOd
Male,272.599532,814.902331,526.799387,410.98785,215.765538,328.485615,630.612245,547.418968,751.882272,510.403121,hod
Male,259.953162,648.078135,430.06636,388.536714,352.19808,676.572874,473.469388,521.008403,568.788501,347.529259,hUd
Male,121.311475,696.282294,600.051046,527.205494,352.703386,597.850142,487.414966,381.752701,770.020534,483.745124,hud
Male,346.838407,495.589162,430.321593,518.753302,429.509853,514.385077,589.455782,583.133253,297.399042,425.227568,hed
Male,513.348946,209.829868,311.893823,767.564712,580.596261,895.668669,583.333333,642.256903,155.030801,368.010403,hid
Male,438.407494,358.853182,444.104135,769.67776,520.212228,582.674676,517.006803,501.20048,286.78987,253.90117,hId
Male,750.117096,324.354127,254.721797,544.902272,364.325417,363.262725,493.877551,644.957983,375.427789,528.93368,hEd
Male,763.466042,465.973535,369.576314,526.941363,242.799394,373.379703,635.034014,355.642257,484.257358,348.179454,hAd
Male,568.149883,640.516698,143.695763,431.590069,288.52956,604.489409,546.598639,366.746699,464.065708,502.275683,hYd
Male,625.995316,571.045999,372.128637,410.723719,304.44669,327.853304,503.061224,638.655462,308.350445,522.106632,had
Male,463.700234,673.755514,338.437979,288.959324,331.227893,539.361366,628.571429,591.236495,358.658453,318.595579,hOd
Male,275.87822,841.99748,485.196529,405.70523,171.803941,460.322479,589.795918,601.440576,716.290212,446.684005,hod
Male,253.161593,689.823566,343.542624,420.496566,411.571501,682.895985,387.07483,590.636255,436.002738,320.546164,hUd
Male,115.456674,717.548834,582.950485,544.109878,314.300152,711.033829,297.278912,563.02521,633.127995,446.358908,hud
Male,353.864169,490.705734,462.480858,488.642367,440.626579,545.684477,582.653061,566.326531,320.328542,413.524057,hed
Male,524.12178,206.364209,309.851965,773.375594,586.659929,890.294025,567.346939,637.755102,156.057495,368.335501,hid
Male,404.215457,372.715816,462.73609,740.623349,530.570995,592.791653,506.802721,503.301321,291.581109,242.522757,hId
Male,768.618267,323.093888,273.608984,530.110935,391.10662,332.279482,502.040816,608.043217,438.056126,469.76593,hEd
Male,768.852459,449.275362,380.296069,549.65663,212.228398,384.761303,607.482993,389.855942,494.86653,339.076723,hAd
Male,559.250585,632.797732,121.235324,433.967248,305.204649,613.025609,553.741497,334.933974,503.080082,516.905072,hYd
Male,629.976581,560.333963,391.271057,433.438986,305.457302,344.293392,490.816327,638.055222,311.088296,516.254876,had
Male,477.283372,699.432892,251.65901,274.432118,426.983325,572.241543,583.673469,554.921969,280.287474,367.685306,hOd
Male,272.131148,836.956522,492.343032,389.064976,113.946438,588.04932,538.77551,695.378151,520.876112,454.161248,hod
Male,253.161593,719.124134,271.311894,466.983624,468.418393,674.359785,368.367347,574.129652,371.663244,315.669701,hUd
Male,107.259953,739.603025,586.523737,545.430534,288.782213,720.518495,301.020408,551.920768,594.113621,440.182055,hud
Male,348.009368,500.63012,446.656457,486.529319,444.163719,595.320898,563.605442,515.606242,319.986311,419.050715,hed
Male,517.798595,207.309389,318.785094,776.016904,584.638706,905.469491,558.163265,615.846339,148.186174,340.052016,hid
Male,380.327869,388.626339,477.284329,726.096144,531.83426,613.025609,498.29932,498.4994,259.753593,296.814044,hId
Male,776.580796,319.628229,280.500255,540.676175,382.26377,342.080304,511.564626,596.038415,459.616701,433.680104,hEd
Male,769.555035,439.666037,379.785605,539.619651,216.523497,329.750237,653.741497,389.255702,503.764545,343.302991,hAd
Male,565.339578,626.969124,140.632976,410.98785,304.699343,656.338919,494.897959,386.254502,478.781656,525.357607,hYd
Male,620.608899,545.84121,391.015824,428.684628,324.911572,386.34208,494.557823,610.144058,342.57358,482.444733,had
Male,482.201405,701.008192,233.282287,318.277866,414.855988,492.8865,627.55102,583.733493,253.593429,355.656697,hOd
Male,268.618267,847.511027,495.661052,380.084522,121.778676,550.110654,557.823129,660.264106,569.130732,441.482445,hod
Male,251.053864,730.466289,261.102603,493.396725,520.717534,594.688587,473.129252,439.67587,509.582478,265.279584,hUd
Male,100.468384,724.480151,616.641143,547.279451,306.720566,584.255454,511.564626,357.142857,717.316906,480.494148,hud
Male,346.604215,504.253308,454.82389,491.811939,443.40576,627.568764,538.435374,484.993998,337.44011,438.556567,hed
Male,504.918033,214.555766,324.144972,784.733228,584.386054,915.270313,541.156463,579.831933,168.377823,300.06502,hid
Male,351.288056,417.611846,485.706993,749.339672,529.055078,600.063231,479.591837,486.494598,178.302533,362.483745,hId
Male,769.320843,309.231254,269.014803,561.278394,388.832744,349.351881,507.823129,602.941176,468.172485,453.511053,hEd
Male,764.168618,442.659105,376.467586,513.998943,226.882264,322.162504,679.251701,387.454982,491.101985,358.907672,hAd
Male,564.637002,611.688721,194.231751,381.669308,299.646286,592.791653,587.755102,401.260504,495.550992,470.091027,hYd
Male,590.163934,533.238815,362.429811,418.119387,373.42092,400.56908,517.006803,584.633854,381.587953,451.235371,had
Male,473.302108,689.193447,211.332312,324.088748,427.235978,526.082833,615.306122,538.715486,258.726899,378.413524,hOd
Male,266.276347,860.270951,493.108729,385.895404,132.390096,495.099589,502.040816,682.472989,637.234771,464.889467,hod
Male,242.857143,758.349086,269.7805,482.303222,604.850935,554.536832,482.653061,307.923169,496.577687,315.344603,hUd
Male,89.929742,734.877127,609.49464,530.375066,354.724608,498.5773,553.061224,323.829532,729.295003,522.106632,hud
Male,345.667447,530.875866,425.982644,494.453249,481.556342,625.987986,530.612245,455.282113,297.05681,440.507152,hed
Male,490.398126,223.692502,321.337417,804.014791,593.734209,904.83718,535.034014,558.823529,158.453114,296.814044,hid
Male,313.81733,467.548834,480.091884,749.339672,548.509348,531.141322,518.367347,425.870348,135.181383,366.384915,hId
Male,745.199063,310.649023,256.508423,586.899102,365.336028,397.72368,528.231293,613.445378,449.34976,469.115735,hEd
Male,752.459016,436.515438,378.254211,509.244585,225.113694,390.135947,615.646259,433.373349,442.847365,386.86606,hAd
Male,537.93911,600.976686,234.81368,389.857369,271.854472,645.905786,524.829932,474.789916,440.793977,434.655397,hYd
Male,532.552693,544.58097,305.257785,465.9271,443.40576,444.514701,538.095238,523.709484,310.746064,460.663199,had
Male,461.826698,660.05041,275.906075,251.980983,422.688226,649.699652,549.319728,503.0012,286.447639,411.89857,hOd
Male,267.447307,863.10649,478.050026,356.312731,168.014149,414.79608,652.380952,564.82593,690.622861,461.963589,hod
Male,228.571429,795.36862,228.177642,587.163233,610.156645,518.811255,330.272109,313.92557,412.046543,365.409623,hUd
Male,76.580796,772.52678,563.552833,503.169572,368.11521,514.701233,521.088435,346.938776,734.086242,486.345904,hud
Male,340.749415,547.889099,452.016335,511.885895,465.639212,618.716408,530.272109,426.170468,284.394251,418.075423,hed
Male,268.149883,263.390044,537.26391,815.636556,567.963618,775.529561,694.217687,293.517407,474.67488,262.353706,hid
Male,525.761124,304.505356,364.982134,731.378764,575.795856,717.989251,589.795918,665.966387,398.015058,339.076723,hId
Male,589.227166,376.969124,383.103624,417.591125,663.466397,381.915903,552.721088,577.130852,305.270363,462.938882,hEd
Male,639.11007,499.36988,305.768249,401.743265,609.398686,294.656971,530.272109,637.755102,438.056126,297.789337,hAd
Male,578.220141,630.592313,601.837672,242.736397,392.622537,538.729055,546.598639,619.447779,570.157426,240.897269,hYd
Male,650.351288,658.00252,292.496172,263.602747,631.379485,530.825166,515.306122,488.895558,594.113621,303.315995,had
Male,524.12178,761.027095,533.690658,182.250396,368.367863,556.11761,622.44898,690.876351,599.931554,189.206762,hOd
Male,259.484778,801.197227,699.846861,344.955098,286.255685,294.973127,405.442177,1000,558.863792,406.371912,hod
Male,315.690867,711.877757,380.551302,500.528262,449.469429,324.375593,712.585034,790.816327,612.251882,442.782835,hUd
Male,140.515222,667.296786,416.283818,678.816693,382.769075,412.582991,577.891156,599.639856,678.644764,248.374512,hud
Male,389.461358,454.47385,417.815212,470.945589,579.838302,364.843503,680.272109,647.058824,164.95551,437.581274,hed
Male,271.428571,255.828607,554.619704,830.163761,569.479535,791.337338,696.938776,274.909964,429.500342,268.205462,hid
Male,509.836066,310.018904,377.743747,755.942948,576.553815,732.21625,583.673469,689.67587,367.214237,363.13394,hId
Male,595.784543,379.017013,365.747831,433.438986,673.067206,375.592792,578.231293,553.121248,316.563997,450.260078,hEd
Male,659.484778,504.568368,252.935171,470.417327,553.815058,267.151439,573.469388,632.052821,386.379192,327.698309,hAd
Male,574.473068,647.920605,562.787136,253.565769,414.855988,513.436611,563.605442,625.7503,559.890486,237.646294,hYd
Male,643.325527,634.688091,385.911179,200.211305,577.311774,595.320898,473.469388,448.979592,636.208077,303.96619,had
Male,507.259953,722.432262,678.407351,212.361331,277.91814,556.433765,642.857143,657.262905,676.933607,263.003901,hOd
Male,262.763466,785.444234,715.160796,358.954041,302.67812,269.996838,403.741497,919.267707,635.523614,448.309493,hod
Male,286.18267,764.965343,354.007147,470.945589,507.07428,356.307303,748.29932,676.170468,559.890486,391.092328,hUd
Male,142.622951,680.056711,389.994895,590.861067,462.102072,363.895036,666.666667,559.123649,684.462697,345.578674,hud
Male,352.224824,434.782609,508.677897,478.341257,583.628095,323.110971,602.380952,696.878752,259.069131,413.524057,hed
Male,308.430913,219.124134,530.883104,893.291072,548.256695,862.156181,662.585034,359.543818,402.806297,216.189857,hid
Male,505.386417,313.484562,373.404798,747.754886,583.880748,730.003162,611.564626,683.073229,404.517454,313.068921,hId
Male,607.962529,387.3661,338.182746,476.49234,653.360283,373.379703,624.14966,524.909964,339.835729,446.358908,hEd
Male,681.030445,508.506616,253.700868,452.720549,549.267307,282.010749,531.632653,658.763505,373.374401,336.475943,hAd
Male,566.978923,620.510397,643.950995,255.942948,384.790298,520.708188,556.122449,605.042017,597.878166,250.325098,hYd
Male,647.775176,622.558286,426.493109,175.911252,556.59424,617.451786,503.401361,393.457383,648.186174,312.093628,had
Male,512.177986,714.240706,724.093925,219.756999,238.504295,539.993677,711.904762,616.746699,687.200548,329.973992,hOd
Male,287.587822,782.766226,659.264931,284.204966,282.213239,317.736326,486.054422,890.456182,641.683778,471.06632,hod
Male,292.974239,732.041588,319.550791,412.308505,545.224861,474.233323,712.585034,640.456182,506.502396,443.107932,hUd
Male,139.11007,678.481411,402.756508,531.695721,451.237999,465.380967,622.789116,546.218487,716.290212,364.759428,hud
Male,333.021077,424.385633,539.816233,522.187005,568.468924,322.794815,549.319728,689.97599,304.928131,419.050715,hed
Male,359.484778,171.550095,491.066871,1000,561.647297,850.458426,625.85034,476.890756,429.500342,154.421326,hid
Male,510.070258,310.964083,359.877489,706.550449,586.912582,723.680051,630.612245,672.268908,441.136208,276.983095,hId
Male,611.47541,392.722117,299.13221,527.733756,615.96766,379.386658,676.190476,493.097239,361.738535,444.083225,hEd
Male,677.985948,516.855703,286.370597,419.968304,589.439111,286.753083,535.37415,632.352941,438.398357,301.36541,hAd
Male,588.056206,623.818526,623.787647,232.699419,379.231935,554.220677,579.591837,583.733493,586.2423,241.547464,hYd
Male,648.009368,599.086326,510.464523,157.15795,499.242041,670.565918,548.979592,368.847539,650.239562,338.751625,had
Male,525.058548,693.446755,763.399694,243.52879,191.005558,486.879545,747.278912,590.936375,712.525667,375.487646,hOd
Male,312.177986,801.827347,595.201633,195.721078,232.440627,435.34619,530.272109,979.891957,542.094456,451.885566,hod
Male,307.962529,636.73598,426.493109,368.462758,505.811016,317.420171,627.210884,749.09964,636.208077,507.802341,hUd
Male,115.690867,682.57719,460.694232,512.678288,416.119252,495.415745,581.972789,536.014406,769.336071,392.392718,hud
Male,356.440281,416.036547,535.477284,471.473851,571.753411,372.747392,575.85034,691.176471,342.915811,367.035111,hed
Male,366.978923,166.824197,486.983155,981.510829,549.014654,879.22858,618.027211,469.687875,367.556468,147.594278,hid
Male,509.836066,271.89666,393.312915,618.066561,569.732188,742.965539,571.088435,667.767107,516.427105,229.518856,hId
Male,560.655738,400.441084,347.115875,558.901215,638.201112,392.665191,621.088435,483.793517,315.537303,422.951886,hEd
Male,662.529274,513.232514,355.028076,344.955098,630.621526,328.80177,480.272109,613.745498,505.475702,234.395319,hAd
Male,625.526932,661.468179,538.540071,175.38299,395.401718,574.454632,625.85034,549.819928,595.482546,234.395319,hYd
Male,633.723653,572.148708,587.799898,162.968833,457.55432,695.226051,625.510204,351.740696,625.256674,343.953186,had
Male,529.274005,616.572149,847.115875,269.941891,157.908034,350.300348,779.931973,549.519808,762.833676,416.449935,hOd
Male,288.52459,777.410208,677.896886,214.210248,180.646791,444.198546,525.85034,969.987995,584.188912,497.724317,hod
Male,264.168618,565.374921,539.050536,509.508716,532.592218,197.597218,464.285714,704.381753,684.462697,600.780234,hUd
Male,95.081967,709.199748,506.891271,531.167459,402.981304,499.841922,553.401361,521.608643,810.746064,409.622887,hud
Male,362.997658,404.221802,524.247065,461.965135,562.152602,379.070503,606.462585,661.464586,409.993155,381.339402,hed
Male,438.875878,146.030246,433.129148,934.49551,522.738757,921.593424,623.129252,461.884754,316.906229,142.717815,hid
Male,517.798595,234.877127,416.539051,584.257792,535.3714,831.805248,519.387755,709.183673,531.143053,206.111834,hId
Male,506.791569,400.283554,430.832057,506.075013,669.782719,424.596902,537.755102,478.691477,301.848049,406.046814,hEd
Male,646.604215,514.650284,359.111792,348.388801,630.11622,366.740436,467.006803,593.337335,490.075291,216.840052,hAd
Male,624.590164,629.962193,617.662072,164.289488,309.247094,570.976921,701.020408,484.093637,648.870637,278.93368,hYd
Male,587.35363,526.149968,687.085248,205.758056,450.227388,652.861208,659.863946,378.451381,636.550308,319.895969,had
Male,514.285714,550.252048,888.973966,251.980983,154.8762,279.165349,816.666667,528.511405,776.865161,434.655397,hOd
Male,255.035129,701.165721,769.7805,325.673534,207.175341,306.038571,427.891156,794.117647,708.761123,543.237971,hod
Male,272.599532,614.36673,482.388974,589.540412,470.186963,279.481505,539.455782,652.761104,674.880219,480.169051,hUd
